Date,Volume,SP_close,DJ_close,EG_close,USDI_Price,EU_Price,SF_Price,PLT_Price,PLD_Price,USO_Close,GDX_Close,RHO_PRICE,Close
2012-01-17,8313300,129.339996,12482.07031,70.099998,81.429,1.274,53207,1528.4,652.9,38.790001,53.18,1375,160.5
2012-01-18,9341200,130.770004,12578.9502,69.949997,80.822,1.2854,53428,1527.95,668.3,38.830002,53.240002,1375,161.600006
2012-01-19,8114200,131.460007,12623.98047,68.599998,80.405,1.2965,53387,1524.75,675.2,38.689999,52.150002,1375,161.220001
2012-01-20,11616700,131.949997,12720.48047,67.949997,80.406,1.2938,54825,1537.9,678.2,37.779999,52.18,1375,162.070007
2012-01-23,8832100,131.610001,12708.82031,68.150002,79.934,1.303,55565,1568.65,688.1,38.389999,53.009998,1400,163.160004
2012-01-24,7502100,131.460007,12675.75,66.599998,80.026,1.3022,55365,1550.75,682.2,38.099998,51.82,1400,162.009995
2012-01-25,28957700,132.559998,12758.84961,70.300003,79.717,1.311,56411,1583.65,694.2,38.349998,55.23,1400,166.419998
2012-01-27,13030100,131.820007,12660.45996,75.25,79.011,1.3226,57165,1624.6,690.6,38.299999,57.139999,1425,168.970001
2012-01-30,8438000,131.369995,12653.71973,74.150002,79.302,1.3127,56992,1612.8,689.3,38.009998,56.459999,1450,168.029999
2012-01-31,11192500,131.320007,12632.91016,75.550003,79.417,1.3079,56422,1593.75,685.2,37.82,56.459999,1475,169.309998
2012-02-01,7734200,132.470001,12716.45996,75.800003,79.033,1.3159,56834,1620.95,697.6,37.380001,56.560001,1475,169.559998
2012-02-02,11509600,132.679993,12705.41016,77.5,79.11,1.3146,57023,1630.3,709.6,37.130001,57.470001,1475,171.050003
2012-02-03,23355300,134.539993,12862.23047,73.800003,79.057,1.3144,56161,1625.35,707.6,37.59,56.439999,1475,167.639999
2012-02-06,8807400,134.449997,12845.12988,72.900002,79.186,1.3134,56426,1623.95,705.3,37.330002,56.18,1475,167.179993
2012-02-07,11614300,134.789993,12878.2002,72.449997,78.675,1.3266,57265,1649.25,708.7,37.950001,55.880001,1500,169.699997
2012-02-08,10655500,135.190002,12883.9502,70.300003,78.734,1.3258,56821,1665.55,715,38.040001,55.540001,1500,168.5
2012-02-09,16085200,135.360001,12890.45996,69.400002,78.652,1.3283,57177,1660,711.5,38.330002,55.25,1500,168.020004
2012-02-10,10326800,134.360001,12801.23047,67.349998,79.226,1.3175,56915,1661.75,703.2,38.02,54.490002,1525,167.139999
2012-02-13,7088900,135.360001,12874.04004,66.650002,79.045,1.3194,56664,1649.05,698,38.689999,54.299999,1525,167.509995
