Date,Volume,SP_close,DJ_close,EG_close,USDI_Price,EU_Price,SF_Price,PLT_Price,PLD_Price,USO_Close,GDX_Close,RHO_PRICE,Close
2013-07-29,3554100,168.589996,15521.96973,41.099998,81.763,1.3262,41146,1438.8,743.75,37.130001,27.23,0,128.470001
2013-07-30,4487700,168.589996,15520.58984,40,81.919,1.3263,41663,1438.4,730.7,36.669998,27.059999,975,128.119995
2013-08-01,10564300,170.660004,15628.01953,37.5,82.427,1.3207,41407,1438.9,730.7,38.27,26.17,0,126.610001
2013-08-02,6466300,170.949997,15658.36035,36.799999,81.978,1.3283,42034,1449.3,729.9,37.939999,25.59,975,126.360001
2013-08-05,4003900,170.699997,15612.12988,36.799999,81.936,1.3258,41760,1450.9,731.7,37.830002,25.43,0,125.699997
2013-08-06,6016200,169.729996,15518.74023,34.950001,81.658,1.3306,41533,1427.7,724.2,37.459999,24.030001,975,123.970001
2013-08-07,5304700,169.179993,15470.66992,35.200001,81.323,1.3337,41517,1435.65,723,37.009998,23.940001,975,124.150002
2013-08-08,8653600,169.800003,15498.32031,39.049999,81.027,1.3382,42235,1491.05,739.1,36.84,26,990,126.860001
2013-08-09,6192000,169.309998,15425.50977,39.450001,81.17,1.3343,42576,1503.2,741,37.59,26.469999,990,126.860001
2013-08-12,7414300,169.110001,15419.67969,42.5,81.374,1.33,45861,1494.9,736.9,37.759998,28.01,0,129.130005
2013-08-13,7336100,169.610001,15451.00977,41.049999,81.815,1.3262,46268,1493.85,736.7,37.900002,27.190001,1010,127.739998
2013-08-14,8713200,168.740005,15337.66016,42.900002,81.758,1.3256,46573,1512.25,744.8,38.09,28.700001,1010,129
2013-08-16,14447100,165.830002,15081.46973,45.450001,81.293,1.3329,50887,1527.1,762.7,38.400002,29.790001,1010,132.580002
2013-08-19,8118400,164.770004,15010.74023,44.400002,81.26,1.3335,51215,1512,752.8,38.169998,29.23,0,132.009995
2013-08-20,7809100,165.580002,15002.99023,45.849998,80.934,1.3417,50459,1520.9,747.2,37.52,30.33,1010,132.449997
2013-08-21,10720200,164.559998,14897.54981,44,81.223,1.3357,51446,1508.5,741.4,37.169998,28.93,0,132.070007
2013-08-22,5741800,166.059998,14963.74023,45.049999,81.531,1.3356,51195,1541.45,754.5,37.540001,29.370001,1010,132.809998
2013-08-23,11623400,166.619995,15010.50977,46.049999,81.392,1.3382,53469,1540.9,751.2,37.950001,30.139999,1010,134.899994
2013-08-26,7692100,166,14946.45996,46.299999,81.441,1.3369,53787,1551.85,749.9,37.959999,30.41,0,135.449997
2013-08-27,11283300,163.330002,14776.12988,44.150002,81.2,1.3393,57290,1535.5,748.3,38.869999,29.1,1010,136.75
2013-08-28,13650400,163.910004,14824.50977,42.799999,81.465,1.334,55776,1538.95,746.6,39.080002,28.299999,1010,136.710007
2013-08-29,7939400,164.169998,14840.9502,43.200001,82.003,1.3241,55542,1515.1,737.75,38.580002,28.540001,1010,135.869995
2013-08-30,7680000,163.649994,14810.30957,42.75,82.142,1.3222,53864,1523.45,722.1,38.48,28.129999,0,134.619995
2013-09-03,8100700,164.389999,14833.95996,43.75,82.401,1.317,57308,1536.3,716.2,38.759998,28.4,1010,136.419998
2013-09-04,7785400,165.75,14930.87012,43.799999,82.205,1.3209,53141,1499.15,696.6,38.34,28.58,0,134.660004
2013-09-05,11118600,165.960007,14937.48047,41.450001,82.668,1.312,53227,1485.15,685.8,38.689999,27.530001,1010,132.199997
2013-09-06,8448700,166.039993,14922.5,42.150002,82.167,1.318,54817,1495.5,695.45,39.360001,28.01,1010,134.149994
2013-09-09,5090500,167.630005,15063.12012,40.349998,81.796,1.3255,54117,1486.8,681.4,38.939999,27.65,0,133.910004
2013-09-10,8433100,168.869995,15191.05957,37.799999,81.819,1.3268,52235,1476.2,695.7,38.34,26.57,1010,131.740005
2013-09-11,5046600,169.399994,15326.59961,37.799999,81.522,1.3312,52439,1474.6,689.6,38.48,26.790001,1010,131.699997
2013-09-12,12944000,168.949997,15300.63965,34.900002,81.491,1.3299,50495,1445.2,691.2,38.869999,25.290001,1000,127.669998
2013-09-13,12060400,169.330002,15376.05957,35.25,81.448,1.3294,49410,1453.75,697.5,38.849998,25.629999,1000,127.82
2013-09-16,9829100,170.309998,15494.78027,35.549999,81.072,1.3334,49832,1438,704.3,38.110001,25.389999,0,126.449997
2013-09-17,8135500,171.070007,15529.73047,36.25,81.295,1.3359,49401,1424,704.4,37.740002,25.93,1000,126.5
2013-09-18,24780000,173.050003,15676.94043,39.200001,80.367,1.3522,49577,1469.75,701.45,38.68,28.25,1000,132.009995
2013-09-19,14353900,172.759995,15636.54981,37.849998,80.48,1.353,51750,1461.7,734.7,38.080002,27.360001,1000,131.75
2013-09-20,19558200,170.720001,15451.08984,34.450001,80.549,1.3524,49306,1431.15,716.8,37.77,25.76,990,127.959999
2013-09-23,7421800,169.929993,15401.37988,33.700001,80.571,1.3493,49393,1427.25,716.3,37.27,25.17,0,127.550003
2013-09-24,7349700,169.529999,15334.58984,33.450001,80.69,1.3474,49152,1428.2,718.35,37.220001,25.08,990,127.660004
2013-09-25,7519100,169.039993,15273.25977,33.799999,80.443,1.3526,49171,1429.95,724.2,36.880001,25.52,0,128.789993
2013-09-26,9491300,169.690002,15328.29981,33.400002,80.638,1.3489,48639,1415.05,723.3,37.080002,25.110001,0,127.790001
2013-09-27,7430200,168.910004,15258.24023,33.25,80.377,1.3522,49680,1422.75,730.2,36.959999,25.17,990,128.970001
2013-09-30,8979000,168.009995,15129.66992,33.549999,80.323,1.3526,49148,1405.05,723.3,36.849998,25.02,0,128.179993
2013-10-01,16721100,169.339996,15191.7002,32.950001,80.25,1.3526,47902,1386.25,718.2,36.68,24.41,990,124.589996
2013-10-03,11632900,167.619995,14996.48047,32.049999,79.846,1.3618,48653,1377.65,703,37.139999,24.26,990,127.18
2013-10-04,6923700,168.889999,15072.58008,31.950001,80.22,1.3558,48197,1390.05,700.1,37.310001,24.190001,990,126.529999
2013-10-07,6732800,167.429993,14936.24023,32.400002,80.026,1.3582,49630,1399.7,703.4,37.139999,24.59,0,127.639999
2013-10-08,6999700,165.479996,14776.53027,30.5,80.132,1.3573,49952,1402.9,713.2,37.310001,23.82,990,127.400002
2013-10-09,10705100,165.600006,14802.98047,30.549999,80.466,1.3524,49009,1387.8,703.2,36.549999,23.92,990,126.110001
2013-10-10,10523600,169.169998,15126.07031,30.299999,80.517,1.352,48264,1386,708,37.099998,23.559999,990,124.269997
2013-10-11,15972600,170.259995,15237.11035,28.950001,80.452,1.3542,46891,1373.1,712.9,36.75,23.049999,990,122.599998
2013-10-14,6118200,170.940002,15301.25977,28.950001,80.311,1.3561,47374,1379.5,714.6,36.869999,23.110001,0,122.830002
2013-10-15,8384200,169.699997,15168.00977,29,80.561,1.3523,47281,1380.1,705.4,36.470001,23.76,990,123.730003
2013-10-16,8523400,172.070007,15373.83008,28.299999,80.563,1.3535,47372,1402.05,717,36.919998,23.280001,0,123.540001
2013-10-17,11785100,173.220001,15371.65039,31,79.718,1.3676,48126,1431.55,737.9,36.380001,24.5,990,127.419998
2013-10-18,5350500,174.389999,15399.65039,30.5,79.727,1.3685,48195,1439,741.3,36.450001,24.379999,990,126.849998
2013-10-21,3395200,174.399994,15392.2002,31.549999,79.751,1.3683,49178,1435.9,751.9,35.939999,24.93,0,126.980003
2013-10-22,8849000,175.410004,15467.66016,32.75,79.29,1.3781,49884,1450.7,753.8,35.41,26.02,990,129.339996
2013-10-23,5092200,174.570007,15413.33008,32.75,79.329,1.3777,49760,1436.85,744.5,34.950001,25.18,0,128.690002
2013-10-24,10221400,175.149994,15509.20996,34.450001,79.245,1.38,50107,1449.7,747.1,34.990002,26.129999,990,129.899994
2013-10-25,8767900,175.949997,15570.28027,34.75,79.246,1.3805,49709,1454.1,742.9,35.32,26.32,0,130.460007
2013-10-28,6807800,176.229996,15568.92969,35.849998,79.306,1.3784,49561,1468.7,745.2,35.549999,26.540001,0,130.559998
2013-10-29,5328500,177.169998,15680.34961,34.400002,79.67,1.3746,49445,1459.45,745.2,35.41,25.780001,980,129.770004
2013-10-30,8896000,176.289993,15618.75977,35.450001,79.837,1.3736,50028,1465,744,34.849998,26.23,0,129.600006
2013-11-01,9566200,176.210007,15615.54981,32.900002,80.81,1.3487,48675,1455.2,740.5,34.130001,24.08,0,126.949997
2013-11-04,3819300,176.830002,15639.12012,33.950001,80.64,1.3516,48257,1455.3,748.95,34.040001,24.809999,980,126.809998
2013-11-05,4941200,176.270004,15618.21973,33.400002,80.787,1.3474,48159,1452.55,749.75,33.669998,24.49,980,126.559998
2013-11-06,3544900,177.169998,15746.87988,34.450001,80.559,1.3512,48649,1465,763.7,34.189999,24.790001,0,127.199997
2013-11-07,7700100,174.929993,15593.98047,32.599998,80.854,1.342,48440,1456.8,761.5,33.970001,24.139999,980,126.160004
2013-11-08,8427300,177.289993,15761.78027,32.299999,81.387,1.3371,48144,1445.4,759,34.009998,24.280001,980,124.279999
2013-11-11,3277700,177.320007,15783.09961,33.400002,81.2,1.3407,48373,1433.9,753.6,34.259998,24.299999,0,123.870003
2013-11-12,7705600,176.960007,15750.66992,32.5,81.252,1.3436,47750,1432.15,739.1,33.639999,23.780001,980,122.449997
2013-11-13,5967000,178.380005,15821.62988,32.400002,80.983,1.3487,46677,1439.6,735.1,33.900002,23.91,970,122.849998
2013-11-14,7669700,179.270004,15876.21973,33.349998,81.086,1.3459,46961,1448.7,739.1,33.93,24.549999,970,124.269997
2013-11-15,4660700,180.050003,15961.7002,32.700001,80.898,1.3495,46741,1441.1,732.3,33.880001,24.129999,970,124.32
2013-11-18,6241300,179.419998,15976.01953,31.700001,80.826,1.3505,45335,1412.8,714.1,33.619999,23.67,0,122.900002
2013-11-19,3666500,179.029999,15967.03027,31.75,80.744,1.3539,45440,1418.1,720.4,33.720001,23.690001,950,122.949997
2013-11-20,14281000,178.470001,15900.82031,30.5,81.172,1.3439,44999,1394.7,712.3,33.630001,22.85,935,120.120003
2013-11-21,7557500,179.910004,16009.99023,30.25,81.117,1.3482,45137,1390.95,712.3,34.169998,22.530001,935,119.940002
2013-11-22,6774400,180.809998,16064.76953,29.700001,80.742,1.3558,44547,1384.6,714.1,34.040001,22.25,935,119.919998
2013-11-25,7266300,180.630005,16072.54004,30.25,80.963,1.3516,44500,1390.95,722.5,33.82,22.200001,0,120.459999
2013-11-26,9053300,180.679993,16072.79981,29.049999,80.638,1.3572,44460,1376.95,719.5,33.689999,21.66,920,119.82
2013-11-27,6144600,181.119995,16097.33008,29.450001,80.747,1.3579,44179,1354.7,714.35,33.189999,21.809999,920,119.459999
2013-11-29,2364700,181,16086.41016,30.549999,80.657,1.359,44274,1362.8,718,33.459999,22.280001,0,120.699997
2013-12-02,10297100,180.529999,16008.76953,28.15,80.942,1.3542,43012,1347,712.4,33.68,20.9,0,117.580002
2013-12-03,7004800,179.75,15914.62012,27.6,80.618,1.359,42843,1358.8,714.05,34.509998,20.57,910,117.959999
2013-12-04,9110700,179.729996,15889.76953,28.450001,80.628,1.3594,43831,1364.5,728.6,34.880001,21.219999,0,119.959999
2013-12-05,10254700,178.940002,15821.50977,27.6,80.241,1.3668,43146,1361.1,736.75,34.93,20.67,890,118.300003
2013-12-06,7909500,180.940002,16020.2002,27.799999,80.315,1.3706,44052,1356.15,735.45,35.049999,20.66,890,118.550003
2013-12-09,5510400,181.399994,16025.53027,28.6,80.14,1.3739,44160,1369.5,734.5,34.91,21.209999,0,119.720001
2013-12-10,9155600,180.75,15973.12988,29.85,79.964,1.3761,45450,1387.85,738,35.310001,22.030001,890,121.82
2013-12-11,9934900,178.720001,15843.53027,28.450001,79.89,1.3786,45730,1383.6,736.3,34.98,21.190001,0,120.860001
2013-12-12,8810800,178.130005,15739.42969,28,80.208,1.3755,44468,1364.15,719.8,34.970001,21.01,925,118.290001
2013-12-13,6482100,178.110001,15755.36035,28.200001,80.22,1.3743,44776,1362.5,715.75,34.639999,21.110001,925,119.379997
2014-01-02,7551000,182.919998,16441.34961,29.799999,80.788,1.3672,45348,1402.3,730.9,34.23,22.030001,1025,118
2014-01-03,5874400,182.889999,16469.99023,29.4,80.955,1.3588,45475,1412.45,728,33.75,21.83,1025,119.290001
2014-01-06,10106500,182.360001,16425.09961,29.35,80.806,1.3628,45370,1415.6,739.4,33.57,21.93,1050,119.5
2014-01-07,6433700,183.479996,16530.93945,29.450001,80.98,1.3616,44526,1413.65,741.2,33.580002,21.969999,1050,118.82
2014-01-08,7428500,183.520004,16462.74023,29.549999,81.162,1.3575,43869,1416.65,737.7,33.16,21.610001,0,118.120003
2014-01-09,3972800,183.639999,16444.75977,28.75,81.135,1.3609,44124,1418.9,737.4,33.080002,21.27,1050,118.459999
2014-01-10,7993200,184.139999,16437.05078,29.950001,80.754,1.367,44824,1437.35,744.3,33.189999,22.01,1050,120.260002
2014-01-13,5872700,181.690002,16257.94043,31.450001,80.611,1.3672,45118,1446.55,741.8,32.810001,22.65,0,121.019997
2014-01-14,7505400,183.669998,16373.86035,30.25,80.756,1.3679,44941,1429.65,738,33.040001,22.1,1050,119.889999
2014-01-15,5474300,184.660004,16481.93945,30.75,81.144,1.3605,44785,1430.2,742.6,33.77,22.389999,1050,119.660004
2014-01-16,3949500,184.419998,16417.00977,31.85,81.021,1.362,44545,1432.2,743.1,33.650002,22.620001,1050,119.790001
2014-01-17,7923400,183.639999,16458.56055,33.400002,81.362,1.3541,45136,1454.85,748.3,33.689999,23.33,1050,120.93
2014-01-21,6763500,184.179993,16414.43945,33.349998,81.226,1.3561,44480,1455.55,749.1,33.990002,23.700001,1050,119.699997
2014-01-22,4891800,184.300003,16373.33984,32.799999,81.305,1.3548,44338,1459.9,747.5,34.560001,23.09,1050,119.190002
2014-01-23,11028200,182.789993,16197.34961,33.049999,80.525,1.3695,44910,1460.65,745,34.720001,23.719999,1050,121.790001
2014-01-24,8515700,178.889999,15879.11035,33.049999,80.541,1.3678,44691,1430.15,734.8,34.580002,23.67,1050,122.290001
2014-01-27,7528600,178.009995,15837.87988,31.450001,80.612,1.3672,45214,1418.3,722.1,34.23,22.889999,0,120.959999
2014-01-28,5149500,179.070007,15928.55957,31.799999,80.657,1.3669,44169,1411.3,715.8,34.689999,23.4,1050,120.949997
2014-01-29,12257500,177.350006,15738.79004,33.150002,80.581,1.3663,44405,1416.1,715.1,34.73,24.01,1050,122.470001
2014-01-30,8746500,179.229996,15848.61035,31.9,81.193,1.3556,43220,1385.3,706.8,34.950001,23.49,1050,119.769997
2014-02-03,9267300,174.169998,15372.79981,31.5,81.11,1.3525,43858,1387.1,702.3,34.52,23.299999,0,121.32
2014-02-04,7027400,175.389999,15445.24023,32.049999,81.224,1.3519,43557,1375.65,701.8,34.740002,23.59,0,120.989998
2014-02-05,6800000,175.169998,15440.23047,30.85,81.129,1.3533,44392,1383.45,707.3,34.709999,23.209999,0,121.290001
2014-02-06,4745800,177.479996,15628.53027,30.85,81.002,1.359,44413,1376.75,709.6,34.900002,23.190001,1050,121.239998
2014-02-07,6674700,179.679993,15794.08008,31.950001,80.758,1.3635,44369,1384.3,709.6,35.639999,23.91,1050,122.169998
2014-02-10,7931200,180.009995,15801.79004,33.75,80.727,1.3647,44670,1386,715.5,35.630001,24.700001,0,122.919998
2014-02-11,11546000,181.979996,15994.76953,34.900002,80.704,1.3639,44700,1387.35,717.8,35.639999,25.65,1050,124.360001
2014-02-12,6651900,182.070007,15963.94043,33.700001,80.741,1.3594,44839,1404.95,727.2,35.799999,24.77,0,124.43
2014-02-13,9167900,183.009995,16027.58984,35.5,80.378,1.3681,44922,1414.45,730.7,35.869999,25.870001,1070,125.489998
2014-02-14,11147900,184.020004,16154.38965,35.650002,80.179,1.3693,46613,1427.9,736.2,35.91,26.35,1070,127.150002
2014-02-18,7685800,184.240005,16130.40039,36.200001,80.046,1.3758,48023,1422.5,738.2,36.66,26.459999,1070,127.400002
2014-02-19,9384100,183.020004,16040.55957,35.200001,80.186,1.3733,47787,1415.2,732.4,36.900002,25.629999,0,126.269997
2014-02-20,10572900,184.100006,16133.23047,36.450001,80.316,1.3718,47486,1416.8,736.3,36.880001,26.67,1085,127.599998
2014-02-21,7298200,183.889999,16103.29981,35.799999,80.27,1.374,47467,1428.8,739.6,36.689999,26.530001,0,127.580002
2014-02-24,12114200,184.910004,16207.13965,35.099998,80.225,1.3735,47985,1435.05,742.8,36.790001,26.700001,0,128.990005
2014-02-25,5786000,184.839996,16179.66016,35.400002,80.165,1.3746,47817,1439.55,738.6,36.59,26.33,1085,129.210007
2014-02-26,7052900,184.850006,16198.41016,34.200001,80.463,1.3688,46642,1429.5,731.9,36.75,26.049999,0,128.110001
2014-02-27,5066500,185.820007,16272.65039,33.549999,80.306,1.3709,46505,1451.85,742.25,36.689999,25.969999,1085,128.199997
2014-03-03,11741100,184.979996,16168.03027,34.299999,80.09,1.3735,47186,1458.55,749.8,37.52,26.299999,0,130.289993
2014-03-04,6341700,187.580002,16395.88086,34.049999,80.183,1.3744,46557,1458.55,763.7,37.060001,26.1,1085,128.679993
2014-03-05,4878500,187.75,16360.17969,34.900002,80.117,1.3733,46583,1474.8,772.65,36.240002,26.5,1085,128.889999
2014-03-06,5408900,188.179993,16421.89063,35.049999,79.665,1.3861,47194,1484.3,780.95,36.57,26.790001,1085,130.169998
2014-03-07,7575000,188.259995,16452.7207,34.25,79.722,1.3878,46205,1483.55,781.6,36.779999,26.18,0,129.089996
2014-03-10,4169900,188.160004,16418.67969,34.400002,79.769,1.3877,45973,1478.75,776.65,36.299999,25.969999,1085,129.130005
2014-03-11,7289800,187.229996,16351.25,34.5,79.735,1.3859,45897,1467.7,770.3,35.810001,26.129999,0,129.860001
2014-03-12,11094200,187.279999,16340.08008,35.75,79.612,1.3904,46771,1476.1,776.7,35.349998,26.92,1085,131.759995
2014-03-13,8007700,185.179993,16108.88965,36.700001,79.626,1.3869,46734,1479.15,778.3,35.34,27.629999,1085,132.210007
2014-03-14,11939600,184.660004,16065.66992,36.549999,79.438,1.3914,47084,1470.6,773.05,35.529999,27.73,1070,133.100006
2014-03-17,14626800,186.330002,16247.21973,34.450001,79.311,1.3922,46741,1469.15,773.7,35.150002,26.799999,1070,131.639999
2014-03-18,6424400,187.660004,16336.19043,34.099998,79.544,1.3934,45840,1459.4,771.75,35.580002,26.43,1070,130.619995
2014-03-19,12932900,186.660004,16222.16992,31.75,80.133,1.3833,45673,1449.8,766.1,35.709999,25.440001,1070,128.089996
2014-03-20,7690800,187.75,16331.04981,31.75,80.353,1.3779,44992,1436.6,772,35.580002,25.469999,1070,127.860001
2014-03-21,7237300,186.199997,16302.76953,31.35,80.261,1.3794,44651,1436.3,788.75,35.84,25.52,1100,128.470001
2014-03-24,13076500,185.429993,16276.69043,29.950001,80.079,1.3839,43949,1434.8,795.35,35.82,24.33,0,126.18
2014-03-25,6566900,186.309998,16367.87988,29.85,80.088,1.3827,43508,1423.35,789.4,35.77,24.48,1120,126.410004
2014-03-26,8575400,184.970001,16268.99023,28.9,80.169,1.3783,43046,1415.2,781.15,36.09,23.49,0,125.410004
2014-03-27,7312300,184.580002,16264.23047,28.799999,80.252,1.374,42891,1403.8,761,36.5,23.82,1120,124.589996
2014-03-28,7253700,185.490005,16323.05957,29.049999,80.335,1.3753,42759,1411.15,773.7,36.619999,24.1,1130,124.559998
2014-03-31,12379200,187.009995,16457.66016,27.9,80.254,1.3771,42805,1417.45,777.1,36.59,23.610001,0,123.610001
2014-04-01,5992000,188.25,16532.60938,28.200001,80.249,1.3794,42588,1425.55,782.35,35.830002,23.690001,1165,123.389999
2014-04-02,4907800,188.880005,16573,29,80.372,1.3767,43135,1437.85,787.8,35.799999,24.32,1165,124.32
2014-04-03,3658800,188.630005,16572.55078,28.9,80.64,1.372,43021,1440,788.85,36.139999,24.07,1165,123.919998
2014-04-04,7278400,186.399994,16412.71094,29.799999,80.571,1.3703,42969,1449.05,790.75,36.43,24.26,1165,125.57
2014-04-07,3967200,184.339996,16245.87012,29.549999,80.355,1.3741,43080,1429.25,767.9,36.279999,24.26,0,124.910004
2014-04-08,6939100,185.100006,16256.13965,30.15,79.835,1.3796,43198,1441.75,775.85,36.900002,24.879999,1165,126.089996
2014-04-09,5305600,187.089996,16437.17969,30,79.553,1.3855,42675,1443.9,782.55,37.220001,25.07,0,126.32
2014-04-10,5003200,183.160004,16170.21973,29.35,79.45,1.3888,43486,1454.8,792.3,37.200001,24.57,1165,127.010002
2014-04-11,4697200,181.509995,16026.75,29.5,79.523,1.3885,43177,1458.95,806.8,37.18,24.219999,1165,126.93
2014-04-14,6677400,182.940002,16173.24023,30.25,79.805,1.3821,43229,1466.85,811.5,37.380001,24.52,0,127.849998
2014-04-15,9967600,184.199997,16262.55957,29,79.888,1.3814,42289,1442.3,795.9,37.389999,24.02,1125,125.489998
2014-04-16,4071300,186.130005,16424.84961,28.75,79.883,1.3816,42416,1440.5,802.3,37.48,23.799999,1125,125.540001
2014-04-17,5901900,186.389999,16408.53906,28.950001,79.903,1.3815,42377,1415.15,807.1,37.66,23.57,1125,124.75
2014-04-21,6579200,187.039993,16449.25,28.5,80.03,1.3792,42027,1405.05,777.8,37.639999,23.51,1125,124.239998
2014-04-22,6898100,187.889999,16514.36914,29.6,79.995,1.3805,42236,1403.8,783.65,37,23.790001,1125,123.779999
2014-04-23,3736600,187.449997,16501.65039,29.75,79.935,1.3817,42482,1406.45,786,36.91,24.27,1125,123.760002
2014-04-25,7023700,186.289993,16361.45996,29.700001,79.818,1.3833,42607,1424.15,811.2,36.599998,24.459999,1100,125.43
2014-04-28,4897900,186.880005,16448.74023,29.700001,79.762,1.385,42468,1419.35,800.7,36.709999,23.99,0,124.879997
2014-04-29,5241600,187.75,16535.36914,30.65,79.881,1.3812,41962,1429.5,807.9,36.720001,24.309999,1080,124.860001
2014-05-01,6687300,188.330002,16558.86914,29.9,79.579,1.387,40906,1425.25,814.15,36.16,23.790001,0,123.800003
2014-05-02,9912900,188.059998,16512.89063,30.950001,79.563,1.387,42083,1439.55,812.4,36.290001,24.32,1050,125.059998
2014-05-05,5196500,188.419998,16530.55078,31.200001,79.53,1.3876,41961,1451.9,816.5,36.139999,24.41,0,126.220001
2014-05-06,3488000,186.779999,16401.01953,31.1,79.126,1.3928,42571,1454.05,818.4,36.189999,24.280001,1030,125.980003
2014-05-07,8469900,187.880005,16518.53906,29.85,79.243,1.3912,41928,1439.05,796.7,36.599998,23.809999,1030,124.169998
2014-05-08,3695500,187.679993,16550.9707,30,79.402,1.3841,41587,1438.4,804.05,36.490002,23.77,1030,124.169998
2014-05-09,3120000,187.960007,16583.33984,29.85,79.961,1.376,41453,1431.15,799.75,36.400002,23.73,1030,124.099998
2014-05-12,4025500,189.789993,16695.4707,29.85,79.965,1.3757,42086,1438.1,808.75,36.59,23.93,0,124.940002
2014-05-13,2643500,189.960007,16715.43945,29.35,80.213,1.3704,41884,1453.4,817.3,37.040001,23.75,1030,124.599998
2014-05-14,4015900,189.059998,16613.9707,30.15,80.135,1.3715,42348,1480.8,828.6,37.18,24.01,1030,125.809998
2014-05-15,5861100,187.399994,16446.81055,29.700001,80.064,1.3711,41717,1471.85,812.1,37.040001,23.620001,1030,124.769997
2014-05-16,4052100,188.050003,16491.31055,29.049999,80.107,1.3695,40894,1466.4,815,37.23,23.42,1030,124.5
2014-05-19,3902600,188.740005,16511.85938,29.1,80.048,1.3709,40866,1473.25,816.35,37.380001,23.41,0,124.580002
2014-05-20,3770800,187.550003,16374.30957,29.299999,80.093,1.3703,41030,1470.75,826.35,37.52,23.389999,1030,124.690002
2014-05-21,6846500,189.130005,16533.06055,29.4,80.15,1.3687,40896,1474.7,831.1,37.98,23.450001,1055,124.389999
2014-05-22,3458800,189.589996,16543.08008,29.85,80.305,1.3656,40976,1489.25,837.1,38.009998,23.389999,0,124.669998
2014-05-23,2205900,190.350006,16606.26953,29.6,80.45,1.3634,40797,1475.1,832.2,38.18,23.309999,1180,124.510002
2014-05-27,10895800,191.520004,16675.5,28.4,80.405,1.3634,40365,1465.85,831.55,38.139999,22.41,1180,121.849998
2014-05-28,6736800,191.380005,16633.17969,28.35,80.62,1.3591,40202,1458.95,840.75,37.68,22.040001,0,121.199997
2014-05-29,5551900,192.369995,16698.74023,28.6,80.54,1.3602,40019,1462.45,833.8,37.91,22.24,1160,120.940002
2014-05-30,8749600,192.679993,16717.16992,28.75,80.404,1.3631,39586,1453.55,835.65,37.68,22.5,1140,120.43
2014-06-02,5916100,192.899994,16743.63086,28.85,80.69,1.3597,39626,1436.45,832.05,37.529999,22.290001,0,119.699997
2014-06-03,5008300,192.800003,16722.33984,28.950001,80.593,1.3628,39773,1431.35,836.2,37.639999,22.370001,1140,120.010002
2014-06-04,3859500,193.190002,16737.5293,28.799999,80.706,1.3599,39827,1439.5,836.65,37.509998,22.280001,1125,119.760002
2014-06-05,4180400,194.449997,16836.10938,29.25,80.403,1.366,40282,1443.05,838.85,37.549999,22.65,1125,120.660004
2014-06-06,4807700,195.380005,16924.2793,30.1,80.427,1.3643,39997,1454.25,843.95,37.610001,22.639999,1115,120.610001
2014-06-09,2788000,195.580002,16943.09961,30.049999,80.682,1.3594,40297,1453,841.95,38.18,22.549999,0,120.650002
2014-06-10,3556600,195.600006,16945.91992,30.799999,80.846,1.3548,40506,1475.75,854.9,38.279999,23.030001,1100,121.389999
2014-06-11,3572300,194.919998,16843.88086,31.35,80.809,1.3533,40606,1478.95,860.7,38.25,23.41,1100,121.410004
2014-06-12,7388500,193.539993,16734.18945,32.299999,80.59,1.3553,41251,1454.05,820.15,39.080002,24.030001,1100,122.639999
2014-06-13,4026600,194.130005,16775.74023,31.950001,80.656,1.3542,41875,1435.25,813.35,39.119999,24.110001,1100,122.959999
2014-06-16,5832800,194.289993,16781.00977,31.799999,80.468,1.3575,42204,1438.85,810.1,39.169998,23.98,0,122.419998
2014-06-17,4032800,194.830002,16808.49023,31.75,80.716,1.3546,42374,1440,817.45,38.990002,24.120001,1125,122.279999
2014-06-18,4601700,196.259995,16906.61914,32.700001,80.67,1.3596,42398,1454.5,823.65,39.009998,24.76,1125,122.669998
2014-06-19,24374800,196.479996,16921.46094,35.599998,80.396,1.3609,44311,1469.05,839.35,39.130001,26.09,1125,126.940002
2014-06-20,9954700,195.940002,16947.08008,35.450001,80.441,1.3599,44570,1458.4,822.95,39.32,25.82,1125,126.5
2014-06-23,5142800,195.880005,16937.25977,36.200001,80.338,1.3605,44445,1454.1,823.6,39.16,26.27,0,126.849998
2014-06-24,6350200,194.699997,16818.13086,34.700001,80.393,1.3605,44494,1471.55,831.8,39.09,25.469999,1115,126.980003
2014-06-25,6692300,195.580002,16867.50977,35.200001,80.265,1.363,44653,1469.8,834.25,39.290001,25.76,1115,126.989998
2014-06-26,5529800,195.440002,16846.13086,35.650002,80.279,1.3611,44636,1470.85,835.8,38.970001,25.950001,1115,126.730003
2014-06-27,4200300,195.820007,16851.83984,37.799999,80.086,1.3649,44529,1480.4,843.25,38.98,25.98,1115,126.660004
2014-06-30,18123400,195.720001,16826.59961,38.200001,79.811,1.3692,44114,1486.9,843.55,38.880001,26.450001,0,128.039993
2014-07-01,8145900,197.029999,16956.07031,37.349998,79.845,1.3679,44298,1505.15,854.6,38.860001,26.24,1125,127.699997
2014-07-02,5738900,197.229996,16976.24023,38.099998,79.985,1.366,44715,1507.7,857.4,38.400002,26.48,1125,127.699997
2014-07-03,4922500,198.199997,17068.25977,37.650002,80.281,1.3611,44291,1500.05,861.9,38.25,26.5,1125,127.160004
2014-07-07,4630200,197.509995,17024.21094,36.799999,80.267,1.3605,44780,1498.2,868.95,38.169998,26.040001,1125,127.019997
